,time,cpu_usage,memory_usage,max_capacity,cpu_percentage,memory_percentage,day_of_month,week_day_id,week_number_in_month,date
559,560,2.892578125,2.333984375,4.0,0.72,0.58,24.0,4.0,3.0,2019-05-24 07:00:00
560,561,1.41796875,1.00048828125,2.0,0.71,0.5,24.0,4.0,3.0,2019-05-24 08:00:00
561,562,1.8046875,1.333984375,3.0,0.6,0.44,24.0,4.0,3.0,2019-05-24 09:00:00
562,563,1.095703125,0.500244140625,2.0,0.55,0.25,24.0,4.0,3.0,2019-05-24 10:00:00
563,564,42.41796875,25.842041015625,63.0,0.67,0.41,24.0,4.0,3.0,2019-05-24 11:00:00
564,565,61.373046875,38.013671875,96.0,0.64,0.4,24.0,4.0,3.0,2019-05-24 12:00:00
565,566,64.94921875,40.681884765625,102.0,0.64,0.4,24.0,4.0,3.0,2019-05-24 13:00:00
566,567,78.86328125,47.854248046875,127.0,0.62,0.38,24.0,4.0,3.0,2019-05-24 14:00:00
567,568,89.533203125,52.189697265625,143.0,0.63,0.36,24.0,4.0,3.0,2019-05-24 15:00:00
568,569,80.986328125,47.51904296875,126.0,0.64,0.38,24.0,4.0,3.0,2019-05-24 16:00:00
569,570,87.466796875,53.686767578125,134.0,0.65,0.4,24.0,4.0,3.0,2019-05-24 17:00:00
570,571,82.255859375,49.687255859375,130.0,0.63,0.38,24.0,4.0,3.0,2019-05-24 18:00:00
571,572,75.22265625,43.684814453125,117.0,0.64,0.37,24.0,4.0,3.0,2019-05-24 19:00:00
572,573,76.841796875,45.185791015625,120.0,0.64,0.38,24.0,4.0,3.0,2019-05-24 20:00:00
573,574,49.904296875,30.179443359375,78.0,0.64,0.39,24.0,4.0,3.0,2019-05-24 21:00:00
574,575,35.259765625,21.507080078125,50.0,0.71,0.43,24.0,4.0,3.0,2019-05-24 22:00:00
575,576,53.927734375,34.51220703125,87.0,0.62,0.4,25.0,5.0,3.0,2019-05-24 23:00:00
576,577,44.609375,27.176513671875,71.0,0.63,0.38,25.0,5.0,3.0,2019-05-25 00:00:00
577,578,25.0546875,15.172119140625,40.0,0.63,0.38,25.0,5.0,3.0,2019-05-25 01:00:00
578,579,6.8359375,4.001708984375,12.0,0.57,0.33,25.0,5.0,3.0,2019-05-25 02:00:00
579,580,4.470703125,2.501220703125,8.0,0.56,0.31,25.0,5.0,3.0,2019-05-25 03:00:00
580,581,4.07421875,2.500732421875,6.0,0.68,0.42,25.0,5.0,3.0,2019-05-25 04:00:00
581,582,5.07421875,3.000732421875,7.0,0.72,0.43,25.0,5.0,3.0,2019-05-25 05:00:00
582,583,2.75390625,1.66748046875,5.0,0.55,0.33,25.0,5.0,3.0,2019-05-25 06:00:00
583,584,2.98828125,1.834228515625,5.0,0.6,0.37,25.0,5.0,3.0,2019-05-25 07:00:00
584,585,2.009765625,1.00048828125,3.0,0.67,0.33,25.0,5.0,3.0,2019-05-25 08:00:00
585,586,0.591796875,0.33349609375,1.0,0.59,0.33,25.0,5.0,3.0,2019-05-25 09:00:00
586,587,0.708984375,0.33349609375,1.0,0.71,0.33,25.0,5.0,3.0,2019-05-25 10:00:00
587,588,19.275390625,10.504150390625,31.0,0.62,0.34,25.0,5.0,3.0,2019-05-25 11:00:00
588,589,44.666015625,26.176025390625,69.0,0.65,0.38,25.0,5.0,3.0,2019-05-25 12:00:00
589,590,58.6171875,35.01171875,89.0,0.66,0.39,25.0,5.0,3.0,2019-05-25 13:00:00
590,591,60.326171875,34.846435546875,92.0,0.66,0.38,25.0,5.0,3.0,2019-05-25 14:00:00
591,592,67.45703125,39.680419921875,102.0,0.66,0.39,25.0,5.0,3.0,2019-05-25 15:00:00
592,593,63.64453125,39.513427734375,96.0,0.66,0.41,25.0,5.0,3.0,2019-05-25 16:00:00
593,594,59.634765625,36.1806640625,91.0,0.66,0.4,25.0,5.0,3.0,2019-05-25 17:00:00
594,595,59.052734375,33.51416015625,93.0,0.63,0.36,25.0,5.0,3.0,2019-05-25 18:00:00
595,596,58.494140625,34.345458984375,90.0,0.65,0.38,25.0,5.0,3.0,2019-05-25 19:00:00
596,597,60.853515625,34.34521484375,91.0,0.67,0.38,25.0,5.0,3.0,2019-05-25 20:00:00
597,598,51.181640625,28.677490234375,79.0,0.65,0.36,25.0,5.0,3.0,2019-05-25 21:00:00
598,599,38.994140625,22.675048828125,58.0,0.67,0.39,25.0,5.0,3.0,2019-05-25 22:00:00
599,600,42.498046875,25.509765625,66.0,0.64,0.39,26.0,6.0,3.0,2019-05-25 23:00:00
600,601,35.310546875,22.008544921875,59.0,0.6,0.37,26.0,6.0,3.0,2019-05-26 00:00:00
601,602,32.041015625,20.340087890625,52.0,0.62,0.39,26.0,6.0,3.0,2019-05-26 01:00:00
602,603,16.9765625,10.502685546875,25.0,0.68,0.42,26.0,6.0,3.0,2019-05-26 02:00:00
603,604,7.0859375,4.3349609375,12.0,0.59,0.36,26.0,6.0,3.0,2019-05-26 03:00:00
604,605,9.08984375,5.668701171875,14.0,0.65,0.4,26.0,6.0,3.0,2019-05-26 04:00:00
605,606,3.859375,2.500732421875,6.0,0.64,0.42,26.0,6.0,3.0,2019-05-26 05:00:00
606,607,3.013671875,3.00048828125,4.0,0.75,0.75,26.0,6.0,3.0,2019-05-26 06:00:00
607,608,5.529296875,3.833740234375,7.0,0.79,0.55,26.0,6.0,3.0,2019-05-26 07:00:00
608,609,4.279296875,2.667236328125,6.0,0.71,0.44,26.0,6.0,3.0,2019-05-26 08:00:00
609,610,1.6875,0.833740234375,3.0,0.56,0.28,26.0,6.0,3.0,2019-05-26 09:00:00
610,611,8.6708984375,5.1680908203125,13.0,0.6200000000000001,0.345,26.0,6.0,3.0,2019-05-26 10:00:00
611,612,15.654296875,9.50244140625,23.0,0.68,0.41,26.0,6.0,3.0,2019-05-26 11:00:00
612,613,38.39453125,22.507080078125,56.0,0.69,0.4,26.0,6.0,3.0,2019-05-26 12:00:00
613,614,44.857421875,25.0087890625,67.0,0.67,0.37,26.0,6.0,3.0,2019-05-26 13:00:00
614,615,48.4296875,27.67529296875,71.0,0.68,0.39,26.0,6.0,3.0,2019-05-26 14:00:00
615,616,51.69921875,29.675537109375,75.0,0.69,0.4,26.0,6.0,3.0,2019-05-26 15:00:00
616,617,43.826171875,25.175048828125,64.0,0.68,0.39,26.0,6.0,3.0,2019-05-26 16:00:00
617,618,42.427734375,24.091064453125,61.0,0.7,0.39,26.0,6.0,3.0,2019-05-26 17:00:00
618,619,43.806640625,24.174072265625,62.0,0.71,0.39,26.0,6.0,3.0,2019-05-26 18:00:00
619,620,48.853515625,26.7587890625,70.0,0.7,0.38,26.0,6.0,3.0,2019-05-26 19:00:00
620,621,45.2734375,26.008544921875,65.0,0.7,0.4,26.0,6.0,3.0,2019-05-26 20:00:00
621,622,41.32421875,24.1728515625,56.0,0.74,0.43,26.0,6.0,3.0,2019-05-26 21:00:00
622,623,39.306640625,24.005615234375,52.0,0.76,0.46,26.0,6.0,3.0,2019-05-26 22:00:00
623,624,40.322265625,22.5068359375,57.0,0.71,0.39,27.0,0.0,4.0,2019-05-26 23:00:00
624,625,37.251953125,21.84033203125,54.0,0.69,0.4,27.0,0.0,4.0,2019-05-27 00:00:00
625,626,32.44921875,19.506103515625,47.0,0.69,0.42,27.0,0.0,4.0,2019-05-27 01:00:00
626,627,21.654296875,14.670654296875,31.0,0.7,0.47,27.0,0.0,4.0,2019-05-27 02:00:00
627,628,12.1796875,6.6689453125,20.0,0.61,0.33,27.0,0.0,4.0,2019-05-27 03:00:00
628,629,24.794921875,15.340576171875,42.0,0.59,0.37,27.0,0.0,4.0,2019-05-27 04:00:00
629,630,3.4921875,2.501220703125,6.0,0.58,0.42,27.0,0.0,4.0,2019-05-27 05:00:00
630,631,3.19140625,2.333984375,5.0,0.64,0.47,27.0,0.0,4.0,2019-05-27 06:00:00
631,632,5.6015625,3.167236328125,7.0,0.8,0.45,27.0,0.0,4.0,2019-05-27 07:00:00
632,633,3.18359375,1.6669921875,4.0,0.8,0.42,27.0,0.0,4.0,2019-05-27 08:00:00
633,634,6.697265625,3.834228515625,9.0,0.74,0.43,27.0,0.0,4.0,2019-05-27 09:00:00
634,635,1.708984375,1.33349609375,2.0,0.85,0.67,27.0,0.0,4.0,2019-05-27 10:00:00
635,636,11.791015625,6.50244140625,18.0,0.66,0.36,27.0,0.0,4.0,2019-05-27 11:00:00
636,637,17.8671875,10.169189453125,24.0,0.74,0.42,27.0,0.0,4.0,2019-05-27 12:00:00
637,638,36.630859375,21.172119140625,51.0,0.72,0.42,27.0,0.0,4.0,2019-05-27 13:00:00
638,639,35.970703125,20.839111328125,50.0,0.72,0.42,27.0,0.0,4.0,2019-05-27 14:00:00
639,640,36.578125,21.172119140625,50.0,0.73,0.42,27.0,0.0,4.0,2019-05-27 15:00:00
640,641,39.7421875,23.00537109375,53.0,0.75,0.43,27.0,0.0,4.0,2019-05-27 16:00:00
641,642,39.84765625,23.00634765625,55.0,0.72,0.42,27.0,0.0,4.0,2019-05-27 17:00:00
642,643,38.2890625,21.672119140625,51.0,0.75,0.42,27.0,0.0,4.0,2019-05-27 18:00:00
643,644,36.369140625,20.84033203125,56.0,0.65,0.37,27.0,0.0,4.0,2019-05-27 19:00:00
644,645,35.970703125,20.17333984375,55.0,0.65,0.37,27.0,0.0,4.0,2019-05-27 20:00:00
645,646,34.7890625,19.173095703125,53.0,0.66,0.36,27.0,0.0,4.0,2019-05-27 21:00:00
646,647,34.072265625,19.00537109375,47.0,0.72,0.4,27.0,0.0,4.0,2019-05-27 22:00:00
647,648,38.4140625,21.673095703125,53.0,0.72,0.41,28.0,1.0,4.0,2019-05-27 23:00:00
648,649,31.27734375,18.504638671875,42.0,0.74,0.44,28.0,1.0,4.0,2019-05-28 00:00:00
649,650,30.03125,17.67138671875,42.0,0.72,0.42,28.0,1.0,4.0,2019-05-28 01:00:00
650,651,30.958984375,17.669921875,39.0,0.79,0.45,28.0,1.0,4.0,2019-05-28 02:00:00
651,652,25.056640625,13.66943359375,33.0,0.76,0.41,28.0,1.0,4.0,2019-05-28 03:00:00
652,653,18.052734375,11.836181640625,26.0,0.69,0.46,28.0,1.0,4.0,2019-05-28 04:00:00
653,654,14.169921875,9.001953125,21.0,0.67,0.43,28.0,1.0,4.0,2019-05-28 05:00:00
654,655,11.408203125,7.501708984375,16.0,0.71,0.47,28.0,1.0,4.0,2019-05-28 06:00:00
655,656,8.912109375,5.501708984375,14.0,0.64,0.39,28.0,1.0,4.0,2019-05-28 07:00:00
656,657,4.30078125,2.50048828125,5.0,0.86,0.5,28.0,1.0,4.0,2019-05-28 08:00:00
657,658,6.25390625,3.0009765625,8.0,0.78,0.38,28.0,1.0,4.0,2019-05-28 09:00:00
658,659,4.64453125,2.834228515625,8.0,0.58,0.35,28.0,1.0,4.0,2019-05-28 10:00:00
659,660,7.697265625,4.334228515625,10.0,0.77,0.43,28.0,1.0,4.0,2019-05-28 11:00:00
660,661,14.962890625,8.33447265625,17.0,0.88,0.49,28.0,1.0,4.0,2019-05-28 12:00:00
661,662,22.96484375,12.83642578125,30.0,0.77,0.43,28.0,1.0,4.0,2019-05-28 13:00:00
662,663,24.091796875,13.671142578125,36.0,0.67,0.38,28.0,1.0,4.0,2019-05-28 14:00:00
663,664,27.70703125,14.671875,41.0,0.68,0.36,28.0,1.0,4.0,2019-05-28 15:00:00
664,665,27.40625,14.67138671875,40.0,0.69,0.37,28.0,1.0,4.0,2019-05-28 16:00:00
665,666,33.80078125,20.173583984375,52.0,0.65,0.39,28.0,1.0,4.0,2019-05-28 17:00:00
666,667,31.33203125,16.838623046875,46.0,0.68,0.37,28.0,1.0,4.0,2019-05-28 18:00:00
667,668,32.998046875,17.50537109375,46.0,0.72,0.38,28.0,1.0,4.0,2019-05-28 19:00:00
668,669,35.771484375,18.67138671875,48.0,0.75,0.39,28.0,1.0,4.0,2019-05-28 20:00:00
669,670,34.03515625,18.504638671875,46.0,0.74,0.4,28.0,1.0,4.0,2019-05-28 21:00:00
670,671,29.900390625,17.0048828125,42.0,0.71,0.4,28.0,1.0,4.0,2019-05-28 22:00:00
671,672,33.79296875,20.507080078125,51.0,0.66,0.4,29.0,2.0,4.0,2019-05-28 23:00:00
672,673,30.357421875,19.004150390625,41.0,0.74,0.46,29.0,2.0,4.0,2019-05-29 00:00:00
673,674,34.158203125,21.336669921875,42.0,0.81,0.51,29.0,2.0,4.0,2019-05-29 01:00:00
674,675,30.943359375,18.3359375,38.0,0.81,0.48,29.0,2.0,4.0,2019-05-29 02:00:00
675,676,27.849609375,18.66943359375,36.0,0.77,0.52,29.0,2.0,4.0,2019-05-29 03:00:00
676,677,25.05078125,15.8359375,31.0,0.81,0.51,29.0,2.0,4.0,2019-05-29 04:00:00
677,678,21.96484375,15.66943359375,30.0,0.73,0.52,29.0,2.0,4.0,2019-05-29 05:00:00
678,679,13.90234375,9.5009765625,18.0,0.77,0.53,29.0,2.0,4.0,2019-05-29 06:00:00
679,680,12.884765625,9.501220703125,16.0,0.81,0.59,29.0,2.0,4.0,2019-05-29 07:00:00
680,681,13.23828125,10.667236328125,15.0,0.88,0.71,29.0,2.0,4.0,2019-05-29 08:00:00
681,682,10.30078125,6.9169921875,11.0,0.94,0.63,29.0,2.0,4.0,2019-05-29 09:00:00
682,683,7.396484375,5.500732421875,9.0,0.82,0.61,29.0,2.0,4.0,2019-05-29 10:00:00
683,684,6.41796875,4.6669921875,7.0,0.92,0.67,29.0,2.0,4.0,2019-05-29 11:00:00
684,685,10.591796875,7.33349609375,11.0,0.96,0.67,29.0,2.0,4.0,2019-05-29 12:00:00
685,686,17.017578125,10.6689453125,22.0,0.77,0.48,29.0,2.0,4.0,2019-05-29 13:00:00
686,687,19.6875,11.336181640625,28.0,0.7,0.4,29.0,2.0,4.0,2019-05-29 14:00:00
687,688,10.197265625,5.33544921875,16.0,0.64,0.33,29.0,2.0,4.0,2019-05-29 15:00:00
688,689,14.70703125,8.3349609375,18.0,0.82,0.46,29.0,2.0,4.0,2019-05-29 16:00:00
689,690,22.287109375,12.00341796875,32.0,0.7,0.38,29.0,2.0,4.0,2019-05-29 17:00:00
690,691,23.73046875,13.6708984375,33.0,0.72,0.41,29.0,2.0,4.0,2019-05-29 18:00:00
691,692,25.568359375,14.17138671875,41.0,0.62,0.35,29.0,2.0,4.0,2019-05-29 19:00:00
692,693,22.6640625,11.670654296875,40.0,0.57,0.29,29.0,2.0,4.0,2019-05-29 20:00:00
693,694,28.01171875,16.005859375,43.0,0.65,0.37,29.0,2.0,4.0,2019-05-29 21:00:00
694,695,32.9296875,23.176513671875,47.0,0.7,0.49,29.0,2.0,4.0,2019-05-29 22:00:00
695,696,28.826171875,17.6728515625,43.0,0.67,0.41,30.0,3.0,4.0,2019-05-29 23:00:00
696,697,26.744140625,15.254638671875,43.0,0.62,0.35,30.0,3.0,4.0,2019-05-30 00:00:00
697,698,26.103515625,15.25537109375,43.0,0.61,0.35,30.0,3.0,4.0,2019-05-30 01:00:00
698,699,21.705078125,12.170166015625,33.0,0.66,0.37,30.0,3.0,4.0,2019-05-30 02:00:00
699,700,23.556640625,11.919189453125,30.0,0.79,0.4,30.0,3.0,4.0,2019-05-30 03:00:00
700,701,21.3203125,10.918701171875,28.0,0.76,0.39,30.0,3.0,4.0,2019-05-30 04:00:00
701,702,16.138671875,9.084716796875,20.0,0.81,0.45,30.0,3.0,4.0,2019-05-30 05:00:00
702,703,20.224609375,11.75146484375,24.0,0.84,0.49,30.0,3.0,4.0,2019-05-30 06:00:00
703,704,16.435546875,10.25244140625,23.0,0.71,0.45,30.0,3.0,4.0,2019-05-30 07:00:00
704,705,12.107421875,7.66796875,16.0,0.76,0.48,30.0,3.0,4.0,2019-05-30 08:00:00
705,706,10.935546875,6.0849609375,15.0,0.73,0.41,30.0,3.0,4.0,2019-05-30 09:00:00
706,707,12.9765625,7.3349609375,17.0,0.76,0.43,30.0,3.0,4.0,2019-05-30 10:00:00
707,708,6.708984375,3.33349609375,7.0,0.96,0.48,30.0,3.0,4.0,2019-05-30 11:00:00
708,709,2.708984375,1.83349609375,3.0,0.9,0.61,30.0,3.0,4.0,2019-05-30 12:00:00
709,710,1.708984375,1.33349609375,2.0,0.85,0.67,30.0,3.0,4.0,2019-05-30 13:00:00
710,711,16.556640625,9.752197265625,24.0,0.69,0.41,30.0,3.0,4.0,2019-05-30 14:00:00
711,712,10.6015625,6.501708984375,16.0,0.66,0.41,30.0,3.0,4.0,2019-05-30 15:00:00
712,713,4.666015625,3.16748046875,7.0,0.67,0.45,30.0,3.0,4.0,2019-05-30 16:00:00
713,714,25.533203125,16.171142578125,32.0,0.8,0.51,30.0,3.0,4.0,2019-05-30 17:00:00
714,715,23.958984375,16.838623046875,32.0,0.75,0.53,30.0,3.0,4.0,2019-05-30 18:00:00
715,716,21.7578125,15.5048828125,31.0,0.7,0.5,30.0,3.0,4.0,2019-05-30 19:00:00
716,717,27.63671875,16.672607421875,41.0,0.67,0.41,30.0,3.0,4.0,2019-05-30 20:00:00
717,718,30.44921875,17.506591796875,44.0,0.69,0.4,30.0,3.0,4.0,2019-05-30 21:00:00
718,719,24.599609375,13.00439453125,36.0,0.68,0.36,30.0,3.0,4.0,2019-05-30 22:00:00
719,720,22.4375,12.33740234375,32.0,0.7,0.39,31.0,4.0,4.0,2019-05-30 23:00:00
720,721,23.103515625,14.67138671875,31.0,0.75,0.47,31.0,4.0,4.0,2019-05-31 00:00:00
721,722,23.849609375,14.838134765625,37.0,0.64,0.4,31.0,4.0,4.0,2019-05-31 01:00:00
722,723,22.50390625,14.1708984375,34.0,0.66,0.42,31.0,4.0,4.0,2019-05-31 02:00:00
723,724,21.658203125,11.669677734375,31.0,0.7,0.38,31.0,4.0,4.0,2019-05-31 03:00:00
724,725,21.4375,11.002197265625,28.0,0.77,0.39,31.0,4.0,4.0,2019-05-31 04:00:00
725,726,18.70703125,10.502685546875,26.0,0.72,0.4,31.0,4.0,4.0,2019-05-31 05:00:00
726,727,14.998046875,8.50244140625,22.0,0.68,0.39,31.0,4.0,4.0,2019-05-31 06:00:00
727,728,16.498046875,9.5009765625,19.0,0.87,0.5,31.0,4.0,4.0,2019-05-31 07:00:00
728,729,12.94140625,7.334228515625,15.0,0.86,0.49,31.0,4.0,4.0,2019-05-31 08:00:00
729,730,11.32421875,7.001220703125,14.0,0.81,0.5,31.0,4.0,4.0,2019-05-31 09:00:00
730,731,9.6796875,6.16796875,13.0,0.74,0.47,31.0,4.0,4.0,2019-05-31 10:00:00
731,732,6.47265625,4.16748046875,8.0,0.81,0.52,31.0,4.0,4.0,2019-05-31 11:00:00
732,733,8.966796875,5.001953125,13.0,0.69,0.38,31.0,4.0,4.0,2019-05-31 12:00:00
733,734,8.15234375,4.834228515625,10.0,0.82,0.48,31.0,4.0,4.0,2019-05-31 13:00:00
734,735,10.21875,5.835205078125,15.0,0.68,0.39,31.0,4.0,4.0,2019-05-31 14:00:00
735,736,15.25,8.502685546875,24.0,0.64,0.35,31.0,4.0,4.0,2019-05-31 15:00:00
736,737,7.931640625,4.501708984375,14.0,0.57,0.32,31.0,4.0,4.0,2019-05-31 16:00:00
737,738,14.966796875,7.8359375,23.0,0.65,0.34,31.0,4.0,4.0,2019-05-31 17:00:00
738,739,16.96484375,9.3359375,23.0,0.74,0.41,31.0,4.0,4.0,2019-05-31 18:00:00
739,740,21.1875,13.337646484375,34.0,0.62,0.39,31.0,4.0,4.0,2019-05-31 19:00:00
740,741,20.30078125,10.669921875,32.0,0.63,0.33,31.0,4.0,4.0,2019-05-31 20:00:00
741,742,21.671875,11.670166015625,31.0,0.7,0.38,31.0,4.0,4.0,2019-05-31 21:00:00
742,743,14.140625,7.50244140625,20.0,0.71,0.38,31.0,4.0,4.0,2019-05-31 22:00:00
743,744,4.095703125,3.00146484375,9.0,0.46,0.33,31.0,4.0,4.0,2019-05-31 23:00:00
